Transaction_Key,Date_Key,Department_Key,Cost_Centre_Key,Cost_Category_Key,Vendor_Key,Budget_Amount,Actual_Amount,Headcount
43192,20250905,7,9,9,20,10750,10457,10
43193,20230908,12,13,6,3,67103,51190,68
43194,20230111,11,9,1,2,196139,0,744
43195,20221129,12,8,3,6,324558,295569,36
43196,20250402,5,11,3,9,584928,663128,934
43197,20240221,6,9,1,16,197698,149766,485
43198,20250708,2,1,3,13,284198,330812,1119
43199,20241030,5,2,1,5,40775,42781,927
43200,20250522,8,8,8,7,117030,99863,225
43201,20251025,6,15,8,13,273338,363991,359
43202,20240216,4,1,1,16,247229,319545,437
43203,20250406,3,1,4,16,42255,44633,110
43204,20220904,1,10,1,6,147801,144992,222
43205,20220328,11,14,1,16,219172,286103,312
43206,20240107,4,1,1,14,255209,340336,1002
43207,20250506,5,1,8,5,408465,261765,202
43208,20240708,6,5,3,5,634726,644819,1023
43209,20240425,1,2,5,10,254720,314056,8
43210,20221205,11,3,3,11,308644,365010,651
43211,20230309,2,8,1,1,127223,107026,416
43212,20220921,10,8,5,6,102183,103291,107
43213,20250514,10,5,10,18,5829,7546,101
43214,20230827,2,11,7,1,318843,339879,817
43215,20220531,5,3,8,11,74254,84081,507
43216,20230203,10,13,1,12,168470,142451,349
43217,20220605,1,9,6,3,80388,64567,91
43218,20240929,10,14,5,4,278200,276667,31
43219,20221011,3,2,1,5,253833,242582,194
43220,20250723,1,9,3,12,561023,648714,321
43221,20230512,2,1,5,6,45076,54676,116
43222,20241205,9,15,1,11,95323,108868,30
43223,20240404,8,1,1,6,244437,242564,1000
43224,20220502,10,13,3,5,424612,604833,1098
43225,20250908,2,1,3,9,45699,48066,309
43226,20250227,4,1,1,11,132276,101701,108
43227,20220713,1,11,1,16,241587,276634,853
43228,20231205,7,11,5,17,24366,19548,119
43229,20230207,1,14,1,1,226886,223432,609
43230,20241125,2,4,2,20,430401,474156,91
43231,20250925,12,2,2,9,275243,155202,81
43232,20251006,8,9,1,6,218907,220769,1165
43233,20220228,1,10,1,20,147148,141498,606
43234,20250808,1,7,1,16,230985,279744,668
43235,20240320,1,10,1,20,183816,243227,316
43236,20230417,10,3,6,13,31899,32698,68
43237,20251124,1,11,3,20,437184,620088,283
43238,20240115,2,6,1,16,47670,57214,301
43239,20231225,2,8,1,16,221796,231270,996
43240,20250314,4,9,6,1,15106,14849,67
43241,20250601,2,2,3,10,140372,189499,46
43242,20220602,4,2,7,14,73031,81474,681
43243,20221122,1,14,4,12,51626,47238,70
43244,20230429,2,1,7,19,375304,302054,576
43245,20240721,9,9,6,14,72047,73906,46
43246,20220822,5,12,4,8,44064,32995,107
43247,20240623,11,13,1,14,247786,281915,522
43248,20220716,6,3,7,5,438941,501144,422
43249,20251012,2,7,2,2,132619,136478,21
43250,20240901,6,4,8,1,646694,736469,1053
43251,20220629,8,4,3,6,642388,792443,146
43252,20220503,10,13,4,9,99683,106370,68
43253,20221106,7,4,8,10,30901,30738,228
43254,20230426,1,3,7,13,135167,94433,918
43255,20220426,5,1,2,6,421525,433926,84
43256,20221227,2,12,1,5,70279,47776,272
43257,20251104,5,8,1,20,106914,142891,41
43258,20230707,7,2,3,17,390951,437920,686
43259,20240921,4,6,3,5,200950,290914,901
43260,20230826,1,2,3,15,453559,383695,398
43261,20221208,11,15,10,19,10348,9814,30
43262,20240205,4,9,3,16,249396,201303,992
43263,20220914,3,11,6,4,88129,102323,28
43264,20221202,12,6,2,1,266925,278660,37
43265,20220717,4,5,4,14,51870,63534,86
43266,20231110,12,10,3,12,676882,698674,210
43267,20231121,10,11,5,6,261681,352748,22
43268,20250830,8,6,1,5,198378,230793,53
43269,20250116,9,12,8,1,482214,584033,284
43270,20240313,6,1,1,11,276137,289280,547
43271,20220811,2,8,6,11,60651,64391,71
43272,20240117,3,3,6,1,14079,12076,21
43273,20250327,9,3,4,5,18192,16617,57
43274,20250903,1,4,7,20,433072,529716,899
43275,20240904,3,13,3,17,302522,253712,730
43276,20230528,4,8,4,16,113521,128632,72
43277,20220321,2,2,1,11,235772,156892,256
43278,20220107,2,10,1,19,148026,181211,1080
43279,20250604,10,15,3,18,439274,474820,73
43280,20240609,2,15,5,5,64713,67868,86
43281,20250603,4,6,7,11,276951,289728,729
43282,20230602,4,4,10,5,34511,35204,111
43283,20230702,1,15,3,12,263482,282225,620
43284,20220210,8,3,1,4,201412,237648,395
43285,20241101,1,6,2,3,242424,268825,92
43286,20230623,1,11,3,6,362582,518771,859
43287,20231222,2,8,3,1,251103,232728,946
43288,20250225,10,12,1,17,207514,204483,101
43289,20250928,1,9,3,15,326799,510372,27
43290,20230322,2,8,3,17,630498,687255,997
43291,20250319,4,15,3,13,291708,335090,1101
43292,20231023,1,10,1,7,95763,113156,871
43293,20240108,11,1,7,11,140359,142944,409
43294,20250317,2,12,10,16,43279,57887,94
43295,20230502,8,4,1,1,85624,115108,450
43296,20230320,1,2,5,3,33129,35963,105
43297,20251102,1,8,3,3,574268,683309,222
43298,20241208,2,3,1,13,166337,167907,588
43299,20221111,3,1,1,19,86191,73678,168
43300,20230908,4,10,1,16,88682,97469,263
43301,20241118,1,1,3,2,561736,491134,731
43302,20231009,10,1,1,8,189375,181084,1182
43303,20220204,2,15,1,19,265400,264355,895
43304,20241019,2,3,3,9,241487,263767,214
43305,20231223,11,13,4,17,34700,32228,47
43306,20230805,11,12,4,5,89300,103045,78
43307,20220729,3,8,9,4,10049,12158,75
43308,20250615,9,2,1,19,97712,120162,905
43309,20251208,3,1,1,8,134197,201120,744
43310,20251129,11,9,1,4,168950,141049,712
43311,20240221,6,10,10,19,72298,72504,112
43312,20230110,4,2,1,3,220384,297833,124
43313,20251118,5,9,7,13,454583,579963,857
43314,20240414,6,11,3,2,401666,316473,644
43315,20230224,4,13,3,8,129750,101084,938
43316,20230403,3,15,4,5,34194,42322,8
43317,20220530,3,11,7,2,470527,417917,85
43318,20250310,5,6,5,10,234081,230236,9
43319,20250711,3,4,7,5,55353,47772,1121
43320,20230926,3,2,1,14,71148,0,759
43321,20250321,1,8,5,11,49273,34753,60
43322,20230617,2,12,2,5,298155,355024,16
43323,20240723,8,1,4,15,107982,110128,96
43324,20220117,3,6,1,18,223721,303111,796
43325,20240126,2,2,1,1,122113,160886,131
43326,20230524,2,3,10,5,42011,45553,21
43327,20241211,2,4,10,3,43262,35389,86
43328,20220329,3,1,9,10,25931,33281,38
43329,20220719,2,9,10,9,52095,60419,2
43330,20250218,4,10,4,13,7265,7768,77
43331,20220520,3,1,3,5,407329,378360,314
43332,20240116,5,6,3,2,415213,483475,62
43333,20220424,4,6,3,18,439694,353540,860
43334,20240717,9,15,1,12,239995,235500,182
43335,20240201,9,14,1,2,168004,226806,965
43336,20240518,3,5,1,16,229781,295717,647
43337,20240201,2,3,3,1,253019,260063,1145
43338,20230214,1,9,9,2,55904,67023,68
43339,20231106,2,6,8,18,648184,559403,509
43340,20230407,2,1,1,18,79730,76895,467
43341,20251103,9,4,2,4,162777,175690,27
43342,20220926,4,3,3,9,321104,427287,769
43343,20240807,8,8,1,8,278084,178253,951
43344,20240228,12,8,1,13,138326,186958,839
43345,20240410,1,2,9,5,51496,40295,16
43346,20240712,3,5,5,11,197211,207284,25
43347,20221019,5,6,2,16,347313,352071,27
43348,20231207,11,5,5,17,159287,163462,12
43349,20240314,6,3,6,20,14361,15367,35
43350,20250210,11,12,2,12,50281,50478,109
43351,20240404,12,8,1,8,251770,275348,321
43352,20220915,10,14,5,1,112387,128130,51
43353,20220310,6,12,3,9,606648,640958,273
43354,20241221,5,12,1,15,108100,96366,568
43355,20241018,8,2,1,19,279365,275982,580
43356,20230829,5,1,3,5,511727,590555,413
43357,20241116,3,1,10,11,30712,37946,91
43358,20240509,3,14,6,3,72013,80044,2
43359,20250119,4,10,9,5,46941,42086,87
43360,20240811,12,4,1,11,203983,243118,739
43361,20220104,4,1,4,11,38470,46928,119
43362,20220610,1,1,5,15,316220,369918,1
43363,20251224,4,8,1,8,123155,147610,651
43364,20250330,9,7,5,5,108489,117735,47
43365,20220712,2,8,1,11,53475,65640,612
43366,20251105,1,10,3,20,695557,690823,508
43367,20230831,1,4,5,4,217627,194681,10
43368,20250915,1,13,1,7,68733,79475,656
43369,20240210,8,14,1,1,129125,131938,612
43370,20240802,9,1,5,11,158371,174636,73
43371,20230213,6,8,2,14,245409,288377,3
43372,20221223,5,1,1,14,142510,170496,1074
43373,20240203,2,12,7,14,366489,266193,852
43374,20230616,3,13,1,3,57344,55189,362
43375,20220611,2,12,1,2,43639,41800,512
43376,20250709,2,8,3,4,621049,609491,888
43377,20240305,2,13,3,14,498170,490360,729
43378,20241002,11,9,1,2,216951,249080,691
43379,20220429,1,5,10,1,19031,18143,110
43380,20230809,7,7,5,17,193400,211776,44
43381,20250327,4,12,8,1,58524,52123,1167
43382,20231107,6,13,1,17,87061,72670,703
43383,20250107,1,15,1,8,174404,121024,1139
43384,20220909,1,14,1,4,129019,173928,132
43385,20251210,3,2,1,20,208617,275604,739
43386,20220323,2,4,8,17,472175,569601,770
43387,20250109,1,7,5,18,94335,142096,7
43388,20240907,7,14,1,17,254744,284950,145
43389,20250913,12,8,5,12,250207,262027,67
43390,20240317,3,13,1,7,273522,215528,1196
43391,20251001,2,14,2,17,74631,76233,99
43392,20240827,2,11,3,20,266042,339974,99
43393,20220614,4,7,1,16,233528,226145,711
43394,20230823,4,15,1,6,136043,141134,1045
43395,20220105,1,8,1,2,106030,119505,327
43396,20251002,6,9,7,13,54820,55627,356
43397,20251201,8,13,1,3,220988,143040,1032
43398,20220929,10,5,3,19,499473,498633,1157
43399,20231112,4,13,7,12,462948,416978,283
43400,20231005,8,12,3,6,674641,723328,365
43401,20230918,3,9,5,2,330739,212698,31
43402,20240329,8,7,10,11,11075,11391,106
43403,20220817,2,4,8,12,183376,233383,739
43404,20230509,1,1,8,19,436155,478641,60
43405,20250517,3,2,3,5,316663,438828,186
43406,20240616,8,9,1,3,150745,142775,498
43407,20240130,3,6,1,6,172793,155875,988
43408,20250215,8,5,1,5,147200,155651,1103
43409,20220828,10,2,2,18,44873,42525,71
43410,20250623,3,2,3,17,613076,597114,1090
43411,20250916,3,4,8,7,268233,190440,1190
43412,20250102,9,3,8,19,603525,384321,982
43413,20220514,1,14,1,10,134273,175460,337
43414,20251216,2,10,1,17,117479,130405,1017
43415,20230724,11,5,1,13,180318,149555,1104
43416,20230620,5,2,5,8,58855,48867,52
43417,20220822,11,10,10,19,46848,47112,71
43418,20220128,7,1,3,6,367327,457500,1055
43419,20230610,5,8,5,17,62173,62577,56
43420,20230116,1,15,9,14,29840,38938,10
43421,20240122,1,15,3,6,544139,463585,751
43422,20241124,11,1,5,6,131949,158331,50
43423,20231127,4,1,8,16,307663,319238,762
43424,20250212,8,2,1,7,138970,135996,217
43425,20221111,5,9,6,7,73150,89564,6
43426,20240913,11,1,1,5,161812,137718,193
43427,20241031,11,12,3,18,357949,386630,144
43428,20220113,10,15,1,3,229941,181727,635
43429,20230109,10,6,1,6,77793,101044,813
43430,20221105,11,5,8,9,159256,124797,1120
43431,20230925,2,14,4,19,82374,77394,85
43432,20240117,7,7,3,5,36230,28456,743
43433,20220105,3,8,3,18,303265,368670,869
43434,20231208,9,2,3,15,79281,0,550
43435,20220804,4,14,2,9,360733,415572,52
43436,20230126,1,2,1,2,48620,59935,740
43437,20250116,4,12,8,15,340185,494187,952
43438,20231001,11,9,3,5,381064,430052,1101
43439,20230912,1,3,10,9,26845,26435,2
43440,20231212,12,1,3,16,266264,364952,534
43441,20230522,2,12,9,4,34446,26126,30
43442,20220909,9,1,8,17,580061,688137,827
43443,20250406,8,14,3,2,477647,344594,472
43444,20241101,3,10,4,6,101066,72347,44
43445,20231112,9,2,4,2,49701,39051,70
43446,20230518,5,11,3,1,382083,343671,442
43447,20220901,5,13,10,4,17589,21130,31
43448,20230621,4,3,8,6,126863,124584,246
43449,20240307,12,13,3,1,38685,39213,719
43450,20240914,6,8,8,16,319674,365222,592
43451,20231115,12,2,1,1,65599,72401,1149
43452,20250227,2,6,1,16,49353,42080,462
43453,20231005,5,7,1,5,76519,71280,476
43454,20220801,1,1,6,19,41291,31080,86
43455,20231017,4,12,3,11,70514,68979,212
43456,20250810,4,4,5,2,127160,169628,104
43457,20230516,9,5,3,19,580325,413401,1134
43458,20220107,11,12,4,19,55968,50983,105
43459,20240724,1,14,7,20,77769,103097,316
43460,20220223,5,13,4,10,17786,19928,82
43461,20231003,2,15,1,1,132530,122956,1034
43462,20220306,2,14,4,14,93198,77710,76
43463,20231127,5,7,2,6,169315,182966,32
43464,20240903,4,5,1,17,110651,91824,906
43465,20230808,1,1,7,1,264279,308711,994
43466,20251013,4,7,1,4,205637,285128,39
43467,20221104,7,12,4,7,97420,119214,102
43468,20230815,2,5,6,5,24697,27778,56
43469,20220304,2,9,3,5,415431,610163,165
43470,20250928,3,4,10,10,15747,17614,95
43471,20220917,2,14,8,15,542466,633524,558
43472,20220106,6,5,8,9,94760,87930,683
43473,20230311,3,7,1,20,250143,222869,923
43474,20230517,8,15,8,12,447915,545279,1195
43475,20220430,2,13,3,3,221955,305388,1040
43476,20230206,12,9,2,12,204259,238428,1
43477,20250414,9,14,8,11,490811,504354,919
43478,20241226,3,15,1,5,101807,103765,126
43479,20231127,1,1,4,8,75568,80966,4
43480,20240620,5,10,1,1,96752,134064,228
43481,20230309,4,15,8,5,264413,290017,762
43482,20221118,2,15,3,3,445727,543484,945
43483,20231203,6,2,1,9,115645,116272,451
43484,20230615,2,4,3,2,519065,467809,610
43485,20250402,8,3,1,18,195499,225646,333
43486,20241121,4,1,1,4,142078,126085,140
43487,20250221,8,12,1,2,76098,64207,444
43488,20230325,1,5,1,4,69759,76620,1192
43489,20230902,11,15,8,13,617637,618378,460
43490,20221230,8,7,1,12,103022,80865,256
43491,20240210,1,13,1,6,255067,260226,763
43492,20251114,12,3,3,2,405894,304320,1019
43493,20220728,3,10,3,1,333407,374688,941
43494,20250424,1,11,10,19,73148,70767,12
43495,20251130,11,3,1,7,143423,84027,1053
43496,20220512,4,11,4,3,109162,134272,41
43497,20230401,5,2,1,20,95293,95916,24
43498,20220517,6,2,1,13,56699,53959,502
43499,20230625,12,5,5,5,54400,54221,39
43500,20220406,2,1,3,9,314966,401914,457
43501,20251031,4,9,2,7,146512,119293,80
43502,20230430,10,8,1,5,251875,227178,1039
43503,20240825,8,8,8,7,134552,169992,510
43504,20221226,3,13,2,12,442765,529759,91
43505,20240921,2,4,1,1,172952,112201,192
43506,20240824,9,6,3,10,73898,97896,403
43507,20250310,6,8,6,13,55243,78509,93
43508,20251214,12,11,5,15,170579,154307,81
43509,20251002,11,10,1,14,178324,212258,131
43510,20230124,1,6,1,14,219656,211013,564
43511,20231128,2,7,4,9,22739,18342,82
43512,20240702,1,3,1,5,131619,138304,1077
43513,20250510,1,14,8,15,316337,429064,803
43514,20240608,8,5,1,1,200164,199771,525
43515,20240723,11,5,1,13,277606,0,283
43516,20230813,10,3,4,18,96824,83885,27
43517,20250508,8,10,4,14,66748,87132,11
43518,20220415,1,4,2,18,408657,443243,85
43519,20250108,5,9,3,19,694945,764908,300
43520,20240506,9,3,4,19,117515,91351,7
43521,20220812,6,15,10,9,63290,57769,87
43522,20250906,3,1,1,1,269623,287180,1144
43523,20240511,1,2,3,1,221749,216258,34
43524,20230218,12,3,5,7,160346,188645,55
43525,20251126,8,4,1,13,148161,185538,62
43526,20220531,4,12,8,2,613462,418506,858
43527,20251116,2,6,8,13,441873,517549,172
43528,20230526,7,12,10,13,34868,22132,76
43529,20230826,1,3,4,4,51476,71526,98
43530,20221011,4,9,10,19,24019,29438,94
43531,20240601,3,4,1,11,190648,239718,837
43532,20240314,8,7,3,13,580579,599640,458
43533,20221108,6,4,1,6,144306,137895,985
43534,20231026,8,15,5,3,201498,239579,20
43535,20241202,8,13,1,4,270258,289207,1110
43536,20250916,1,1,5,20,204813,223666,68
43537,20251104,1,8,5,3,165082,129375,79
43538,20250919,4,4,1,19,226803,235721,1103
43539,20230919,4,3,1,2,193532,130880,1080
43540,20230913,1,5,9,2,64032,68035,24
43541,20231002,2,1,4,16,8922,9712,6
43542,20220226,1,12,3,10,627304,529753,1144
43543,20231204,1,4,7,9,455236,553075,280
43544,20250509,10,13,5,19,126075,170472,107
43545,20250824,10,4,8,1,525942,429653,308
43546,20251002,2,9,1,10,222057,170497,861
43547,20220427,5,13,6,2,75187,98282,22
43548,20250621,2,13,3,17,191355,226981,827
43549,20241012,4,3,8,5,318588,381144,316
43550,20221116,10,10,4,5,64553,42470,116
43551,20240831,4,8,5,15,298714,318747,86
43552,20230301,11,4,1,5,245022,300114,420
43553,20241119,8,7,7,10,315641,330337,889
43554,20220705,6,8,3,12,549197,414562,44
43555,20240328,9,15,1,14,190630,181475,93
43556,20220726,7,3,6,19,87814,108051,47
43557,20230206,8,3,1,13,152159,171206,492
43558,20250311,2,4,1,2,224339,185706,531
43559,20251102,8,8,3,17,241737,139662,616
43560,20240110,3,1,3,8,125500,134774,980
43561,20250520,10,3,1,20,63967,69415,241
43562,20230330,4,1,1,4,64533,67741,744
43563,20220610,10,5,1,14,171465,155110,1116
43564,20250921,7,2,5,10,45375,55596,42
43565,20240714,1,8,7,5,434701,549442,737
43566,20220222,5,4,1,6,211610,251711,651
43567,20230117,6,14,9,17,73138,78118,38
43568,20231119,2,9,3,7,385069,488642,177
43569,20231003,6,9,4,7,41751,50893,10
43570,20241114,2,15,1,10,123448,130263,763
43571,20250131,1,2,5,3,165074,194987,24
43572,20220217,1,13,7,4,476749,463568,174
43573,20240324,7,3,1,12,269952,318744,239
43574,20220127,10,5,1,11,153641,129970,1135
43575,20240724,4,8,3,20,541773,689106,1183
43576,20230408,5,4,3,15,151546,188798,523
43577,20240725,2,3,4,3,35266,48486,41
43578,20230929,1,13,1,18,272314,263265,661
43579,20250616,5,8,8,6,626125,605019,464
43580,20251127,2,15,8,4,233242,244183,901
43581,20230130,2,5,8,6,170173,220615,230
43582,20220916,4,13,1,15,220844,199787,1145
43583,20250211,11,8,2,8,280024,253113,84
43584,20220602,11,10,1,7,151772,149667,794
43585,20251028,6,11,7,4,264854,244961,884
43586,20230430,6,10,8,18,598355,514025,293
43587,20250217,1,9,3,2,691167,735412,200
43588,20240817,1,3,3,15,644486,559645,1055
43589,20231101,6,10,3,5,469318,504074,426
43590,20240807,1,7,3,19,652339,788463,403
43591,20220407,10,14,3,10,135946,129236,188
43592,20251128,5,7,2,20,119639,110022,6
43593,20230618,10,13,2,14,387992,405178,34
43594,20220821,7,9,1,2,257425,157202,761
43595,20240715,6,1,10,15,16369,18162,19
43596,20231027,9,4,5,3,85641,70403,27
43597,20251027,9,13,1,1,226802,258677,413
43598,20220426,5,1,3,13,332051,296509,694
43599,20230217,2,9,5,5,272393,235016,56
43600,20250122,4,4,6,1,52261,48244,43
43601,20251024,7,15,1,5,262357,265743,456
43602,20221115,1,4,2,6,94333,84103,38
43603,20250805,4,13,1,5,78346,105601,385
43604,20230612,1,1,3,1,279465,283320,764
43605,20241013,9,5,7,3,165659,168755,1079
43606,20241116,3,2,10,16,52911,60934,78
43607,20220823,8,13,3,8,281063,212218,442
43608,20220605,1,7,3,5,227216,263551,186
43609,20240602,1,2,3,7,255209,149876,1152
43610,20230205,9,7,1,2,45173,61608,217
43611,20230707,10,14,2,15,406121,424080,14
43612,20231117,9,14,9,8,48994,51017,78
43613,20221130,11,15,3,5,498802,445346,125
43614,20240830,8,5,8,8,178504,149846,895
43615,20240125,4,1,1,17,102762,110065,594
43616,20231121,5,4,1,20,261406,250770,845
43617,20220916,6,6,3,1,259937,308671,1045
43618,20250208,12,1,1,18,171776,179216,1103
43619,20251118,9,7,3,4,687196,824119,487
43620,20231115,3,9,1,17,154543,172382,36
43621,20230118,12,7,1,14,166745,222631,371
43622,20220606,2,2,1,4,79723,92011,495
43623,20241208,2,5,3,1,680675,752773,1069
43624,20221108,5,1,1,19,56334,65963,1059
43625,20241031,7,4,7,5,181404,261724,1177
43626,20251026,1,8,1,18,50643,62760,955
43627,20250819,2,12,3,11,472349,564294,597
43628,20231107,2,1,3,7,423893,310504,601
43629,20240617,1,9,3,3,446905,391047,705
43630,20240912,3,1,3,17,98804,98194,489
43631,20240623,5,8,6,15,86769,88316,77
43632,20240828,2,11,3,14,421512,394096,952
43633,20230303,5,3,7,11,251217,191508,292
43634,20230311,1,2,1,17,106563,134581,837
43635,20250926,3,2,2,2,289508,273258,35
43636,20240130,4,1,9,20,5973,5557,20
43637,20220726,4,10,5,15,342323,339334,74
43638,20230423,1,2,3,6,641555,734261,573
43639,20251016,4,8,2,6,422145,535151,21
43640,20250917,5,14,4,15,30474,21191,65
43641,20251121,8,1,1,9,228934,241317,555
43642,20230902,8,5,1,10,152816,176235,901
43643,20251219,1,1,6,2,78015,75662,32
43644,20250430,4,13,3,10,197954,203681,98
43645,20250928,10,11,9,10,24981,27300,33
43646,20230714,1,5,4,15,50679,52555,49
43647,20220916,2,9,10,20,62137,61179,75
43648,20250629,4,9,3,9,676573,682427,642
43649,20240503,2,13,9,13,25285,40793,61
43650,20250304,2,2,1,6,277568,240571,130
43651,20220704,5,1,4,8,25449,31957,47
43652,20230925,2,8,3,8,280776,317296,309
43653,20240716,2,10,1,13,185753,124676,823
43654,20251005,1,7,1,11,151483,162331,893
43655,20230802,11,6,7,8,258593,151453,1028
43656,20240518,11,3,5,5,159695,172844,19
43657,20251218,1,11,3,19,337887,267791,1191
43658,20240413,10,3,3,9,496685,512102,448
43659,20240731,3,7,1,3,173106,173297,1065
43660,20220114,1,8,3,13,285103,243080,816
43661,20241026,9,1,5,19,134951,117269,83
43662,20230128,6,4,9,20,89661,111142,11
43663,20220905,11,11,9,12,79847,44793,112
43664,20250109,10,4,1,7,149679,160144,138
43665,20241008,1,6,3,16,183952,199170,284
43666,20240211,1,14,7,16,230534,291036,1074
43667,20230912,3,4,3,1,325397,370617,638
43668,20241127,4,7,3,12,528714,589560,465
43669,20241010,9,2,1,12,44351,39141,1170
43670,20240509,1,14,1,9,161726,173222,278
43671,20230713,4,9,5,7,133076,185158,40
43672,20250106,2,4,3,16,448024,474890,555
43673,20220819,2,5,3,1,485068,613352,823
43674,20220116,1,1,1,16,126872,159069,488
43675,20230205,1,4,1,7,221898,192493,617
43676,20220428,5,6,3,15,470204,537576,292
43677,20240317,6,8,1,20,118201,97006,884
43678,20230625,7,5,5,19,204427,217730,43
43679,20240926,5,8,1,7,149331,178248,544
43680,20250920,9,11,6,4,45818,46948,26
43681,20250214,4,7,4,16,73773,80002,82
43682,20220425,1,11,1,12,99114,121755,301
43683,20220721,10,8,3,8,659494,742859,797
43684,20230223,3,5,6,4,20778,14233,77
43685,20250505,7,2,1,10,250075,230759,399
43686,20220618,5,12,3,6,32852,34656,568
43687,20250919,10,6,5,2,271201,274254,60
43688,20251123,7,12,3,5,597575,537681,1185
43689,20220828,11,13,2,17,270258,281424,3
43690,20230101,1,5,6,6,57186,45967,97
43691,20230721,2,3,3,1,635194,695301,1120
43692,20251115,1,3,2,1,236931,275835,31
43693,20240621,3,3,3,6,675398,565733,318
43694,20250217,3,12,3,5,174305,132322,954
43695,20250117,6,14,3,6,414778,506532,1067
43696,20220906,3,6,9,17,48409,71039,91
43697,20220926,1,10,2,2,114917,105548,4
43698,20220511,3,8,1,5,278880,274500,100
43699,20241008,1,8,7,12,365384,264630,586
43700,20250301,6,1,3,2,286616,337003,122
43701,20240910,12,1,3,7,241006,193279,864
43702,20230606,2,2,2,8,226883,219248,86
43703,20231215,1,10,6,12,58231,54941,15
43704,20250728,1,13,1,7,166912,161934,536
43705,20250218,8,9,8,11,247561,283321,75
43706,20240517,1,1,9,18,38303,32007,68
43707,20220112,1,13,1,17,220234,222028,246
43708,20250503,4,10,6,2,61266,50745,119
43709,20230712,5,5,1,16,234166,246326,736
43710,20220418,9,11,2,8,301971,292259,33
43711,20251016,9,8,2,2,403453,376456,5
43712,20230704,2,13,4,20,80243,55178,31
43713,20250113,1,5,5,4,302506,315508,84
43714,20230730,1,14,10,8,16064,17218,80
43715,20250917,8,1,7,3,400823,345887,676
43716,20240710,1,7,8,5,590349,579870,824
43717,20230820,8,5,1,16,200477,228207,825
43718,20251123,11,5,2,2,273548,291509,77
43719,20251020,2,8,3,19,162634,110092,1178
43720,20240701,1,6,8,10,62214,60910,1087
43721,20230902,1,11,10,3,43067,52115,7
43722,20240517,3,3,9,5,91113,73212,116
43723,20231103,1,10,3,17,322975,388394,742
43724,20220113,1,3,1,9,94150,85151,267
43725,20230204,5,11,3,9,390252,450472,532
43726,20241007,4,6,3,9,281702,263933,35
43727,20221229,11,2,1,6,236483,207257,63
43728,20241004,6,12,2,7,424676,419452,38
43729,20251201,11,10,5,7,130822,119666,100
43730,20231206,4,2,6,13,81445,97412,5
43731,20220623,1,3,5,14,201315,279534,14
43732,20250301,4,6,4,5,119441,97304,29
43733,20230726,2,14,2,6,416688,358725,93
43734,20221104,9,8,1,5,69639,96837,344
43735,20250517,8,10,1,11,153662,150234,338
43736,20250919,2,8,3,20,140186,141186,1056
43737,20231222,1,4,5,4,76272,90077,2
43738,20250203,2,15,1,7,276793,249914,779
43739,20230618,6,14,1,5,107975,111915,968
43740,20220214,4,13,9,5,65805,63158,12
43741,20250704,1,13,4,17,38366,39092,119
43742,20240806,1,11,5,13,83313,84258,60
43743,20230608,2,14,3,15,404135,446244,375
43744,20240925,2,7,5,11,261890,325365,118
43745,20241120,3,10,1,6,226454,251808,519
43746,20231022,2,7,1,6,249926,234043,696
43747,20250413,10,12,3,8,475205,496750,497
43748,20220627,5,3,1,12,214707,230153,856
43749,20231229,3,1,8,1,479429,405793,291
43750,20220428,10,10,1,5,172601,197226,821
43751,20240618,8,9,1,2,191452,213501,871
43752,20230427,1,8,2,20,77219,68015,27
43753,20230131,1,12,10,3,64877,57068,13
43754,20221020,12,15,1,8,64645,78519,823
43755,20231110,8,14,1,5,153949,206304,130
43756,20240518,12,11,3,16,70579,67753,1167
43757,20240429,8,11,1,2,93649,108055,628
43758,20250126,1,5,3,5,554838,520795,599
43759,20230614,1,1,7,6,65785,77656,597
43760,20251227,10,4,1,20,251613,270220,1189
43761,20250924,7,1,10,5,43020,40132,18
43762,20220327,2,4,3,10,46976,29375,524
43763,20240610,9,4,10,8,50007,54398,92
43764,20240601,12,2,4,3,66762,65966,42
43765,20250605,12,1,9,1,72292,76846,89
43766,20250209,8,1,8,13,352005,417757,225
43767,20231126,11,2,5,10,319541,341700,13
43768,20220501,8,10,7,1,177877,168038,427
43769,20221006,6,3,1,5,80943,86443,576
43770,20220803,11,3,8,5,529865,587573,1048
43771,20250624,6,5,1,1,245106,156903,1131
43772,20250916,10,14,1,6,62540,84039,453
43773,20250529,2,4,3,12,650434,699078,738
43774,20240510,2,7,1,17,182149,195350,883
43775,20220525,2,6,3,14,499606,558622,822
43776,20241230,2,9,3,7,533191,520787,342
43777,20220527,1,9,1,2,77872,81308,1198
43778,20221123,9,5,3,1,615447,598130,880
43779,20240314,1,1,9,7,24055,17439,10
43780,20251229,2,4,1,1,47958,51058,194
43781,20220514,8,8,3,15,641034,703345,845
43782,20240111,2,1,1,1,169987,166718,1080
43783,20221211,10,9,2,6,333691,362471,3
43784,20240117,1,14,1,6,73087,107283,95
43785,20221009,1,10,7,16,372925,285926,1057
43786,20220215,8,14,7,4,80014,110861,1010
43787,20240817,12,2,4,3,105840,116791,114
43788,20240811,1,5,8,17,222158,171599,445
43789,20250116,3,5,3,17,149351,121777,570
43790,20220120,1,3,7,8,404581,360033,307
43791,20250313,6,2,5,9,250699,276787,53
43792,20220613,9,3,5,15,224924,231723,58
43793,20230327,12,6,3,8,426911,492437,288
